cell_height,light_count,lamp_count,light_device,lamp_type,light_power,time,days,marker
,7,248,Установлены в 2020,светодиод 1200мм36,люм_36,1736.0,1.0,
,7,248,Установлены в 2020,светодиод 1200мм36,люм_72,2384.0,2.0,
,7,248,Установлены в 2020,светодиод 1200мм36,сд_36,1736.0,18.0,
,7,248,Установлены в 2020,светодиод 1200мм36,,,1.0,0.8277177368086459
,7,248,Установлены в 2020,светодиод 1200мм36,,,,
,7,248,Установлены в 2019,светодиод 1200мм36,,,,
,7,248,Установлены в 2020,ртуть ЛБ-3636,,,,
,7,248,Установлены в 2019,светодиод 1200мм36,,,,
,7,248,Установлены в 2019,светодиод 1200мм36,,,,
,8,298,"светильники старого образца,требуется замена",ртуть ЛБ-3680,,,,
,,,,,,,,
,300,люминисцентные_ЛБ_72_2,люминисцентные_ЛБ_72_2,люм_2*36,1713.6538461538462,624.0,,
,300,светодиодные_А60_10_1,светодиодные_А60_10_1,люм_4*18,300.0,4.0,,
,300,люминисцентные_ЛБ_72_2,,люм_4*36,1553.3823529411766,68.0,,
,300,светодиодные_А60_10_1,,люм_4*36_зал,1200.0,8.0,1684.3039772727273,704.0
,300,светодиодные_А60_10_1,,люм_1*36,300.0,3.0,,
,300,люминисцентные_ЛБ_144_4,люминисцентные_ЛБ_144_4,,,,,
,300,светодиодные_А60_10_1,,,,,,
,300,люминисцентные_ЛБ_72_1,люминисцентные_ЛБ_72_1,св_10,734.6590909090909,88.0,,
,300,люминисцентные_ЛБ_72_2,,св_6,1800.0,8.0,,
,300,светодиодные_А60_10_1,,св_36_,1762.5,32.0,,
,300,светодиодные_А60_10_1,,св_36_4,1200.0,26.0,,
,300,светодиодные_А60_10_1,,св_36_п,2400.0,36.0,1851.063829787234,94.0
,300,светодиодные_А60_10_1,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,светодиодные_А60_10_1,,,,1.0,,
,300,люминисцентные_ЛБ_72_2,,,,1.0,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,люминисцентные_ЛБ_72_4,люминисцентные_ЛБ_72_4,,,,,
,300,люминисцентные_ЛБ_144_4,,,,,,
,300,светодиодные_встроенные светодиоды_6_1,светодиодные_встроенные светодиоды_6_1,,,,,
,300,светодиодные_А60_10_1,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,люминисцентные_ЛБ_144_4,,,,,,
,300,люминисцентные_ЛБ_144_4,,,,,,
,300,светодиодные_А60_10_1,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,,___,___,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,светодиодные_А60_10_1,,,,,,
,300,светодиодные_А60_10_1,,,,,,
,300,светодиодные_А60_10_1,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,светодиодные_А60_10_1,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,светодиодные_А60_10_1,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,светодиодные_А60_10_1,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,светодиодные_нет_36_0,светодиодные_нет_36_0,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,светодиодные_А60_10_1,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,светодиодные_А60_10_1,,,,,,
,300,светодиодные_А60_10_1,,,,,,
,300,светодиодные_нет_36_4,светодиодные_нет_36_4,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,,___,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,светодиодные_А60_10_1,,,,,,
,300,PPL 595/U 36Вт 65ООК универсальный с драйвером2853509 Jazzway_нет_36_0,PPL 595/U 36Вт 65ООК универсальный с драйвером2853509 Jazzway_нет_36_0,,,,,
,300,светодиодные_А60_10_1,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,светодиодные_А60_10_1,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,светодиодные_А60_10_1,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,светодиодные_А60_10_1,,,,,,
,,___,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,светодиодные_А60_10_1,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,"ЛПОх2х36-012 кристалл Светильник прозрачный с ЭПРА, IР20, Ксенон_ЛБ_144_4","ЛПОх2х36-012 кристалл Светильник прозрачный с ЭПРА, IР20, Ксенон_ЛБ_144_4",,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,светодиодные_нет_36_0,,,,,,
,300,светодиодные_А60_10_1,,,,,,
,300,люминисцентные_ЛБ_144_4,,,,,,
,300,светодиодные_А60_10_1,,,,,,
,300,люминисцентные_ЛБ_144_4,,,,,,
,300,люминисцентные_ЛБ_144_4,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,светодиодные_А60_10_1,,,,,,
,300,люминисцентные_ЛБ_72_2,,,,,,
,300,люминисцентные_ЛБ_144_4,,,,,,
,,люм,люм__80,люм__80,2227.412844036697,218.0,,
,,сд,сд__36,люм__72,2028.391959798995,199.0,2132.4364508393287,417.0
,,сд,сд__36,люм__36,1495.0,52.0,,
,,люм,люм__36,сд__36,2037.3720930232557,258.0,,
,,сд,сд__10,сд__10,598.0,34.0,,
,,люм,люм__72,,,,,
,,люм,люм__80,,,,,
,,люм,люм__72,,,,,
,300,светодиодный36,светодиодный36,светодиодный35,2366.25,160.0,,
,300,светодиодный72,светодиодный72,светодиодный36,2027.5862068965516,58.0,,
,300,светодиодный35,светодиодный35,светодиодный72,2364.705882352941,17.0,,
,300,светодиодный36,,,,,,
,300,светодиодный36,,люминисцентный72,2080.0,15.0,,
,300,люминисцентный72,люминисцентный72,люминесцентный72,2400.0,6.0,,
,300,светодиодный35,,люми72,600.0,15.0,,
,300,светодиодный36,,люмини72,3600.0,14.0,2100.0,50.0
,300,светодиодный35,,,,,,
,300,люминисцентный72,,,,1.0,,
,300,светодиодный35,,,,1.0,,
,300,светодиодный72,,,,,,
,300,светодиодный35,,,,,,
,300,светодиодный36,,,,,,
,300,светодиодный36,,,,,,
,300,светодиодный35,,,,,,
,300,светодиодный35,,,,,,
,300,светодиодный35,,,,,,
,300,светодиодный35,,,,,,
,300,светодиодный35,,,,,,
,300,светодиодный35,,,,,,
,300,светодиодный35,,,,,,
,300,люминесцентный72,люминесцентный72,,,,,
,300,светодиодный35,,,,,,
,300,светодиодный35,,,,,,
,300,светодиодный35,,,,,,
,300,светодиодный35,,,,,,
,300,люми72,люми72,,,,,
,300,светодиодный35,,,,,,
,300,светодиодный35,,,,,,
,300,люмини72,люмини72,,,,,
,300,светодиодный36,,,,,,
,300,люминисцентный72,,,,,,
,300,светодиодный35,,,,,,
,300,светодиодный35,,,,,,
,300,люминисцентный72,,,,,,
,300,светодиодный36,,,,,,
,12,299,,ЛПО1х36,ЛПО 1х18,2490.0,3.0,
,12,299,,ЛПО 2х36,ЛПО1х36,1403.378048780488,82.0,
,12,299,,,ЛПО 2х36,1845.9370860927152,302.0,1756.563583815029
,12,299,,,ЛВО 4*18,747.0,30.0,346
,12,299,,Alenka LED,ДО-100,1992.0,14.0,
,12,299,,,,,,
,10,299,,,,,,
,8,249,,,Alenka LED,1859.9935064935064,462.0,светодиоды
,10,299,,,,,0.0,
,8,249,,,ДВО-36,1795.2,25.0,2055.75
,8,249,,,ДСП-36,2490.0,15.0,40
,8,249,,,ДСП-18,2490.0,1.0,
,8,249,,,,,,
,8,249,,,ЛОН 1*60,1100.139344262295,61.0,
,6,249,,,ЛОН  1*60(12),299.0,37.0,светодиоды
,6,249,,,,,,
,4,249,,,,,,
,10,249,,,,,,
,6,249,,,Лампа бактерицидная 15,1494.0,42.0,
,3,249,,,Лампа бактерицидная = 30,2116.5,2.0,1984.5
,8,249,,,облучатели ОБН-75,249.0,2.0,6
,6,249,,,Лампа бактерицидная 30,3588.0,2.0,
,6,249,,ДВО-36,,,,
,6,249,,ЛОН 1*60,,,,
,1,249,,,,,,
,1,249,,,,,,
,8,249,,,,,,
,10,249,,ДСП-36,,,,
,10,249,,ДСП-18,,,,
,8,249,,,,,,
,8,249,,,,,,
,6,249,,,,,,
,6,249,,,,,,
,8,249,,,,,,
,6,249,,,,,,
,6,249,,,,,,
,8,249,,,,,,
,8,249,,,,,,
,10,249,,ЛПО 1х18,,,,
,12,299,,,,,,
,0.25,249,,,,,,
, ,,, ,,,,
, ,,,,,,,
,,,,,,,,
,12,299,,,,,,
,1,249,,облучатели ОБН-75,,,,
,7.5,249,,,,,,
,2,249,,,,,,
,7.5,249,,,,,,
,6,249,,,,,,
,6,249,,,,,,
,8,249,,,,,,
,10,249,,,,,,
,7,249,,,,,,
,7,249,,,,,,
,8,249,,,,,,
,8,249,,,,,,
,8,249,,,,,,
,8,249,,,,,,
,10,249,,,,,,
,7,249,,,,,,
,7,249,,,,,,
,7,249,,,,,,
,10,249,,,,,,
,10,249,,,,,,
,10,249,,,,,,
,8,249,,,,,,
,7,249,,,,,,
,10,208,,,,,,
,10,208,,,,,,
,10,208,,,,,,
,10,208,,,,,,
,10,208,,,,,,
,10,208,,,,,,
,5,249,,,,,,
,3,249,,,,,,
,8,249,,ДО-100,,,,
,8,249,,,,,,
,8,249,,,,,,
,3,249,,ЛВО 4*18,,,,
,8,249,,,,,,
,1.5,249,,,,,,
, ,,,,,,,
,,,,,,,,
,12,249,,,,,,
,12,249,,,,,,
,6,249,,,,,,
,2,249,,,,,,
,6,249,,,,,,
,6,249,,,,,,
,6,249,,,,,,
,6,249,,,,,,
,6,249,,,,,,
,8,249,,,,,,
,8,249,,,,,,
,7,249,,,,,,
,7,249,,,,,,
,0.5,249,,,,,,
,6,249,,,,,,
,6,249,,,,,,
,8,249,,,,,,
,6,249,,,,,,
,6,249,,,,,,
,6,249,,,,,,
,6,249,,,,,,
,6,249,,,,,,
,6,249,,,,,,
,10,208,,,,,,
,10,208,,,,,,
,10,208,,,,,,
,10,208,,,,,,
,10,208,,,,,,
,10,208,,,,,,
,10,208,,,,,,
